idPlayerNBA,namePlayer,nameFirst,nameLast,slugPosition,slugTeamsBREF,jersey_number,countGames_22_23_game,minutesPerGame_22_23_game,fgmPerGame_22_23_game,fgaPerGame_22_23_game,fgm_fgaPerGame_22_23_game,pctFG_22_23_game,ftmPerGame_22_23_game,ftaPerGame_22_23_game,ftm_ftaPerGame_22_23_game,pctFT_22_23_game,fg3mPerGame_22_23_game,ptsPerGame_22_23_game,trbPerGame_22_23_game,astPerGame_22_23_game,stlPerGame_22_23_game,blkPerGame_22_23_game,tovPerGame_22_23_game,rankcat_PerGame_22_23_game,countGames_22_23_asb,minutesPerGame_22_23_asb,fgmPerGame_22_23_asb,fgaPerGame_22_23_asb,fgm_fgaPerGame_22_23_asb,pctFG_22_23_asb,ftmPerGame_22_23_asb,ftaPerGame_22_23_asb,ftm_ftaPerGame_22_23_asb,pctFT_22_23_asb,fg3mPerGame_22_23_asb,ptsPerGame_22_23_asb,trbPerGame_22_23_asb,astPerGame_22_23_asb,stlPerGame_22_23_asb,blkPerGame_22_23_asb,tovPerGame_22_23_asb,rankcat_PerGame_22_23_asb,countGames_22_23_per36,minutesPerGame_22_23_per36,fgaPerGame_22_23_per36,fgm_fgaPerGame_22_23_per36,pctFG_22_23_per36,ftmPerGame_22_23_per36,ftaPerGame_22_23_per36,ftm_ftaPerGame_22_23_per36,pctFT_22_23_per36,fg3mPerGame_22_23_per36,ptsPerGame_22_23_per36,trbPerGame_22_23_per36,astPerGame_22_23_per36,stlPerGame_22_23_per36,blkPerGame_22_23_per36,tovPerGame_22_23_per36,rankcat_PerGame_22_23_per36,countGames_21_22_game,minutesPerGame_21_22_game,fgmPerGame_21_22_game,fgaPerGame_21_22_game,fgm_fgaPerGame_21_22_game,pctFG_21_22_game,ftmPerGame_21_22_game,ftaPerGame_21_22_game,ftm_ftaPerGame_21_22_game,pctFT_21_22_game,fg3mPerGame_21_22_game,ptsPerGame_21_22_game,trbPerGame_21_22_game,astPerGame_21_22_game,stlPerGame_21_22_game,blkPerGame_21_22_game,tovPerGame_21_22_game,rankcat_PerGame_21_22_game,countGames_20_21_game,minutesPerGame_20_21_game,fgmPerGame_20_21_game,fgaPerGame_20_21_game,fgm_fgaPerGame_20_21_game,pctFG_20_21_game,ftmPerGame_20_21_game,ftaPerGame_20_21_game,ftm_ftaPerGame_20_21_game,pctFT_20_21_game,fg3mPerGame_20_21_game,ptsPerGame_20_21_game,trbPerGame_20_21_game,astPerGame_20_21_game,stlPerGame_20_21_game,blkPerGame_20_21_game,tovPerGame_20_21_game,rankcat_PerGame_20_21_game,countGames_college,minutesPerGame_college,fgmPerGame_college,fgaPerGame_college,fgm_fgaPerGame_college,pctFG_college,ftmPerGame_college,ftaPerGame_college,ftm_ftaPerGame_college,pctFT_college,fg3mPerGame_college,ptsPerGame_college,trbPerGame_college,astPerGame_college,stlPerGame_college,blkPerGame_college,tovPerGame_college,age_player_season,count_seasons,how_acquired,height_weight,draftRank_22_23,depthChart,adp,Yahoo,ESPN,countGames,minutesPerGame,pctFG,pctFT,fg3mPerGame,ptsPerGame,trbPerGame,astPerGame,stlPerGame,blkPerGame,tovPerGame,fgmPerGame,fgaPerGame,ftmPerGame,ftaPerGame,positiontier,RankChange,MMRank,DynastyRank,Icon1,Icon2,Icon3,rankcat_PerGame,rankcat_pctFG,rankcat_pctFT,rankcat_fg3mPerGame,rankcat_ptsPerGame,rankcat_trbPerGame,rankcat_astPerGame,rankcat_stlPerGame,rankcat_blkPerGame,rankcat_tovPerGame,rankpunt_pctFG,rankpunt_pctFT,rankpunt_fg3mPerGame,rankpunt_ptsPerGame,rankpunt_trbPerGame,rankpunt_astPerGame,rankpunt_stlPerGame,rankpunt_blkPerGame,rankpunt_tovPerGame,DraftRank,seasonPointsRank,h2hPointsRank
1629677,Luka Samanic,Luka,Samanic,PF,UTA,19,7,23,3.7,8.1,3.7/8.1,0.456,1.3,1.9,1.3/1.9,0.692,1.1,9.9,4.3,2.1,0.9,0.3,1.4,231,7,23,3.714285714,8.142857143,3.7/8.1,0.46,1.285714286,1.857142857,1.3/1.9,0.7,1.142857143,9.857142857,4.285714286,2.142857143,0.857142857,0.285714286,1.428571429,240,7,36,12.7,5.8/12.7,0.456,2,2.9,2/2.9,0.692,1.8,15.4,6.7,3.4,1.3,0.4,2.2,299,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,33,9.3,1.4,3.2,1.4/3.2,0.448,0.5,0.9,0.5/0.9,0.552,0.4,3.7,2.1,0.5,0.2,0.2,0.6,478,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,23,4,,82 / 227,PF74,PF3,,471,,7,23,0.456,0.692,1.1,9.9,4.3,2.1,0.9,0.3,1.4,3.6936,8.1,1.3148,1.9,PF8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629678,Admiral Schofield,Admiral,Schofield,SF-PF,ORL,25,37,12.2,1.5,3.3,1.5/3.3,0.451,0.6,0.6,0.6/0.6,0.913,0.6,4.2,1.7,0.8,0.2,0.1,0.4,407,10,10.1,1.1,3,1.1/3,0.423714286,0.4,0.4,0.4/0.4,1,0.6,3.2,1,0.8,0.2,0.2,1,407,37,36,9.7,4.4/9.7,0.451,1.7,1.8,1.7/1.8,0.913,1.9,12.4,4.9,2.5,0.6,0.4,1.3,334,38,12.3,1.4,3.4,1.4/3.4,0.419,0.3,0.4,0.3/0.4,0.8,0.7,3.8,2.3,0.7,0.1,0.1,0.6,494,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,37,31.8,6.4,13.6,6.4/13.6,0.474,1.6,2.3,1.6/2.3,0.698,2,16.5,6.1,2,0.9,0.5,1.9,26,4,2019 #42,77 / 241,SF135/PF129,PF4,,394,,37,12.2,0.451,0.913,0.6,4.2,1.7,0.8,0.2,0.1,0.4,1.4883,3.3,0.5478,0.6,SF10/PF10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629680,Matisse Thybulle,Matisse,Thybulle,SG-SF,POR,4,71,16.9,1.5,3.6,1.5/3.6,0.435,0.3,0.4,0.3/0.4,0.679,0.8,4.1,2,0.7,1.2,0.5,0.3,213,26,27.6,2.7,6.2,2.7/6.2,0.4303,0.5,0.8,0.5/0.8,0.611111111,1.45,7.35,3.5,1.35,1.65,0.75,0.7,130,71,36,7.6,3.3/7.6,0.435,0.6,0.8,0.6/0.8,0.679,1.6,8.8,4.2,1.6,2.5,1,0.7,56,66,25.5,2.3,4.5,2.3/4.5,0.5,0.5,0.7,0.5/0.7,0.791,0.7,5.7,2.3,1.1,1.7,1.1,0.6,71,65,20,1.6,3.7,1.6/3.7,0.42,0.1,0.3,0.1/0.3,0.444,0.7,3.9,1.9,1,1.6,1.1,0.5,126,36,31.1,3.1,7.5,3.1/7.5,0.415,1.6,1.9,1.6/1.9,0.851,1.3,9.1,3.1,2.1,3.5,2.3,1.8,26,5,2019 #20,77 / 201,SG78/SF69,SF2,145.9,,197,71,16.9,0.435,0.679,0.8,4.1,2,0.7,1.2,0.5,0.3,1.566,3.6,0.2716,0.4,SG8/SF8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629684,Grant Williams,Grant,Williams,PF,BOS,12,79,25.9,2.7,6,2.7/6,0.454,1.2,1.5,1.2/1.5,0.77,1.5,8.1,4.6,1.7,0.5,0.4,1,222,29,20.38095238,2.19047619,5.238095238,2.2/5.2,0.3834,0.761904762,1.333333333,0.8/1.3,0.459090909,1.238095238,6.380952381,3.904761905,1.19047619,0.19047619,0.428571429,0.761904762,358,79,36,8.4,3.8/8.4,0.454,1.7,2.1,1.7/2.1,0.77,2,11.3,6.4,2.3,0.7,0.5,1.4,335,77,24.4,2.7,5.6,2.7/5.6,0.475,1.1,1.2,1.1/1.2,0.905,1.4,7.8,3.6,1,0.5,0.7,0.8,181,63,18.1,1.7,3.9,1.7/3.9,0.437,0.5,0.8,0.5/0.8,0.588,0.8,4.7,2.8,1,0.5,0.4,0.9,367,37,31.9,6.3,11.2,6.3/11.2,0.564,5.8,7,5.8/7,0.819,0.4,18.8,7.5,3.2,1.1,1.5,2.2,24,5,2019 #22,78 / 236,PF70,PF1,144.3,160,177,79,25.9,0.46,0.77,1.6,11.5,6,1.9,0.5,0.4,0.8,2.76,6,1.155,1.5,PF7,-1,178,185,28,7,,178,314,326,120,173,81,202,272,154,245,185,178,189,181,210,160,137,175,197,PF59,171,180
1629685,Dylan Windler,Dylan,Windler,SF,CLE,9,3,3.3,0.7,1,0.7/1,0.667,0,0,0/0,0,0.3,1.7,0,0.3,0.3,0,0.3,484,3,3.333333333,0.666666667,1,0.7/1,0.75,0,0,0/0,0,0.333333333,1.666666667,0,0.333333333,0.333333333,0,0.333333333,449,3,36,10.8,7.2/10.8,0.667,0,0,0/0,0,3.6,18,0,3.6,3.6,0,3.6,508,50,9.2,0.7,2,0.7/2,0.378,0.3,0.4,0.3/0.4,0.833,0.4,2.2,1.8,0.7,0.3,0.1,0.3,483,31,16.5,1.8,4.2,1.8/4.2,0.438,0.7,0.9,0.7/0.9,0.778,0.8,5.2,3.5,1.1,0.6,0.4,1,320,33,33.2,7.4,13.6,7.4/13.6,0.54,3.5,4.2,3.5/4.2,0.847,3,21.3,10.8,2.5,1.4,0.6,2.1,26,4,2019 #26,79 / 196,SF154,SF4,,481,,3,3.3,0.667,0,0.3,1.7,0,0.3,0.3,0,0.3,0.667,1,0,0,SF10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629723,John Konchar,John,Konchar,SG-SF,MEM,46,72,20.8,1.9,4.4,1.9/4.4,0.431,0.4,0.5,0.4/0.5,0.778,0.8,5.1,4.3,1.4,1.1,0.3,0.5,174,29,17.26086957,1.304347826,3.086956522,1.3/3.1,0.36895,0.347826087,0.565217391,0.3/0.6,0.5695,0.347826087,3.304347826,3.434782609,1.304347826,1.173913043,0.52173913,0.347826087,279,72,36,7.7,3.3/7.7,0.431,0.7,0.9,0.7/0.9,0.778,1.4,8.8,7.5,2.4,1.9,0.6,0.9,122,72,17.9,1.9,3.6,1.9/3.6,0.515,0.4,0.7,0.4/0.7,0.551,0.7,4.8,4.6,1.5,0.6,0.3,0.4,253,43,13.4,1.6,3.2,1.6/3.2,0.5,0.6,0.7,0.6/0.7,0.833,0.5,4.3,3,1.1,0.7,0.2,0.4,277,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,27,5,,77 / 210,SG64/SF54,SF1,0,,223,72,20.8,0.431,0.778,0.8,5.1,4.3,1.4,1.1,0.3,0.5,1.8964,4.4,0.389,0.5,SG7/SF7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629726,Garrison Mathews,Garrison,Mathews,SG-SF,ATL,25,54,12.7,1.4,3.7,1.4/3.7,0.363,0.9,1,0.9/1,0.906,1.2,4.8,1.4,0.5,0.4,0.1,0.4,378,11,10,1.5,3.75,1.5/3.8,0.254714286,0.875,1,0.9/1,0.8335,1.125,5,1.25,0.375,0.125,0.125,0.125,417,54,36,10.5,3.8/10.5,0.363,2.5,2.8,2.5/2.8,0.906,3.3,13.5,3.8,1.4,1.3,0.3,1,232,65,26.3,2.8,7.1,2.8/7.1,0.399,2.2,2.8,2.2/2.8,0.794,2.1,10,2.9,1,0.9,0.4,0.6,179,64,16.2,1.5,3.7,1.5/3.7,0.409,1.3,1.5,1.3/1.5,0.884,1.2,5.5,1.4,0.4,0.5,0.1,0.2,338,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,26,5,,78 / 215,SG133/SF125,SF3,,308,319,54,12.7,0.363,0.906,1.2,4.8,1.4,0.5,0.4,0.1,0.4,1.3431,3.7,0.906,1,SG9/SF9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629731,Dean Wade,Dean,Wade,SF-PF,CLE,32,44,20.3,1.7,4,1.7/4,0.412,0.3,0.5,0.3/0.5,0.652,1,4.7,3.4,0.8,0.6,0.5,0.4,259,21,16.92307692,1.076923077,3.461538462,1.1/3.5,0.286583333,0,0,0/0,0,0.692307692,2.846153846,2.615384615,0.692307692,0.538461538,0.461538462,0.307692308,443,44,36,7.2,2.9/7.2,0.412,0.6,0.9,0.6/0.9,0.652,1.8,8.3,6.1,1.5,1.1,0.8,0.7,298,51,19.2,1.9,4.3,1.9/4.3,0.456,0.4,0.6,0.4/0.6,0.667,1,5.3,2.9,1,0.6,0.1,0.3,323,63,19.2,2.1,4.9,2.1/4.9,0.431,0.5,0.6,0.5/0.6,0.769,1.2,6,3.4,1.2,0.6,0.3,0.5,257,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,26,5,,81 / 228,SF88/PF86,SF3,,327,,44,20.3,0.412,0.652,1,4.7,3.4,0.8,0.6,0.5,0.4,1.648,4,0.326,0.5,SF8/PF8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629750,Javonte Green,Javonte,Green,SG,CHI,24,32,15,1.9,3.4,1.9/3.4,0.565,0.9,1.4,0.9/1.4,0.667,0.4,5.2,2.8,0.7,0.8,0.7,0.6,247,4,7.75,0,1,0/1,0,0.25,0.5,0.3/0.5,0.5,0,0.25,1.5,0,0.5,0.25,0,466,32,36,8.1,4.6/8.1,0.565,2.3,3.4,2.3/3.4,0.667,1,12.4,6.6,1.7,1.8,1.6,1.5,81,65,23.4,2.7,5,2.7/5,0.542,1.2,1.5,1.2/1.5,0.833,0.6,7.2,4.2,0.9,1,0.5,0.5,151,41,11.5,1.3,2.5,1.3/2.5,0.52,0.7,1,0.7/1,0.75,0.2,3.6,1.7,0.4,0.7,0.1,0.5,393,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,29,5,,77 / 205,SG91,,,324,636,32,15,0.565,0.667,0.4,5.2,2.8,0.7,0.8,0.7,0.6,1.921,3.4,0.9338,1.4,SG8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629875,Xavier Moon,Xavier,Moon,SG,LAC,15,4,5,0.8,2.3,0.8/2.3,0.333,0,0,0/0,0,0.3,1.8,0.8,1.3,0,0,0.3,519,4,5,0.75,2.25,0.8/2.3,0.444333333,0,0,0/0,0,0.25,1.75,0.75,1.25,0,0,0.25,468,4,36,16.2,5.4/16.2,0.333,0,0,0/0,0,1.8,12.6,5.4,9,0,0,1.8,508,10,13.7,2.5,5.1,2.5/5.1,0.49,0.3,0.5,0.3/0.5,0.6,0.5,5.8,1.4,2.4,0.7,0.3,0.6,314,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,28,3,,72 / 165,SG175,,,502,,4,5,0.333,0,0.3,1.8,0.8,1.3,0,0,0.3,0.7659,2.3,0,0,SG10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630162,Anthony Edwards,Anthony,Edwards,SG-SF,MIN,1,79,36,8.9,19.5,8.9/19.5,0.459,4,5.3,4/5.3,0.756,2.7,24.6,5.8,4.4,1.6,0.7,3.3,42,26,35.16666667,8.833333333,19.94444444,8.8/19.9,0.4465,3.277777778,4.833333333,3.3/4.8,0.6539375,2.833333333,23.77777778,5.444444444,4.222222222,1.388888889,1.111111111,3,28,79,36,19.5,9/19.5,0.459,4,5.3,4/5.3,0.756,2.7,24.7,5.8,4.4,1.6,0.7,3.3,121,72,34.3,7.6,17.3,7.6/17.3,0.441,3.1,3.9,3.1/3.9,0.786,3,21.3,4.8,3.8,1.5,0.6,2.6,43,72,32.1,7,16.8,7/16.8,0.417,2.9,3.8,2.9/3.8,0.776,2.4,19.3,4.7,2.9,1.1,0.5,2.2,136,32,33,6.3,15.8,6.3/15.8,0.402,4.1,5.3,4.1/5.3,0.772,2.3,19.1,5.2,2.8,1.3,0.6,2.7,21,4,2020 #1,76 / 225,SG15/SF10,SG1,14.4,16,18,79,36,0.47,0.8,3.2,28.5,6,5.2,1.6,1.1,3,9.87,21,4.8,6,SG3/SF3,1,13,6,1,0,,13,438,170,13,10,81,49,5,33,532,10,9,22,18,12,13,26,17,13,SG4/SF3,13,12
1630163,LaMelo Ball,LaMelo,Ball,PG-SG,CHO,1,36,35.2,8.2,20,8.2/20,0.411,2.8,3.4,2.8/3.4,0.836,4,23.3,6.4,8.4,1.3,0.3,3.6,33,11,33.66666667,7.666666667,17.33333333,7.7/17.3,0.488,2.333333333,3.666666667,2.3/3.7,0.466666667,5.333333333,23,7.666666667,8.666666667,0.666666667,0,5,51,36,36,20.5,8.4/20.5,0.411,2.9,3.5,2.9/3.5,0.836,4.1,23.8,6.6,8.6,1.3,0.3,3.7,61,75,32.3,7.2,16.7,7.2/16.7,0.429,2.8,3.2,2.8/3.2,0.872,2.9,20.1,6.7,7.6,1.6,0.4,3.3,20,51,28.8,5.7,13.2,5.7/13.2,0.436,2.5,3.2,2.5/3.2,0.758,1.8,15.7,5.9,6.1,1.6,0.4,2.8,71,12,31.3,6.3,16.7,6.3/16.7,0.377245509,2.8,3.9,2.8/3.9,0.717948718,1.7,17,7.6,6.8,1.6,0.1,2.5,21,4,2020 #3,79 / 180,PG12/SG11,PG1,12.4,10,10,36,35.2,0.45,0.87,4.2,26,7,8.7,1.6,0.4,3.5,9,20,5.22,6,PG2/SG2,1,10,8,1,5,9,10,523,20,4,21,60,5,5,154,549,1,8,19,5,7,17,16,7,5,PG6/SG3,3,9
1630164,James Wiseman,James,Wiseman,C,DET,13,45,19.3,4.2,7.5,4.2/7.5,0.558,1.5,2.2,1.5/2.2,0.701,0.1,10,5.9,0.7,0.2,0.6,1.1,274,26,25.34782609,5.434782609,10.26086957,5.4/10.3,0.521869565,1.782608696,2.47826087,1.8/2.5,0.698470588,0.130434783,12.7826087,8.217391304,0.695652174,0.173913043,0.869565217,1.608695652,226,45,36,14.1,7.8/14.1,0.558,2.8,4,2.8/4,0.701,0.2,18.7,11.1,1.2,0.3,1.1,2.1,315,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,39,21.4,4.9,9.4,4.9/9.4,0.519,1.4,2.2,1.4/2.2,0.628,0.3,11.5,5.8,0.7,0.3,0.9,1.5,283,3,23,6.7,8.7,6.7/8.7,0.769,6.3,9,6.3/9,0.704,0,19.7,10.7,0.3,0.3,3,1,22,3,2020 #2,84 / 240,C66,PF1,140.9,,259,45,19.3,0.558,0.73,0.3,13,8,0.7,0.2,0.9,1.2,4.464,8,1.606,2.2,C7,-1,193,136,11,28,,193,46,443,365,136,43,391,417,50,371,236,177,153,212,267,152,113,231,193,C48,192,153
1630165,Killian Hayes,Killian,Hayes,PG-SG,DET,7,76,28.3,4,10.7,4/10.7,0.377,1.2,1.5,1.2/1.5,0.821,1.1,10.3,2.9,6.2,1.4,0.4,2.3,171,28,32.47619048,4.666666667,12.04761905,4.7/12,0.358190476,2.380952381,2.80952381,2.4/2.8,0.829142857,0.714285714,12.42857143,3.380952381,7.142857143,1.523809524,0.476190476,3,158,76,36,13.6,5.1/13.6,0.377,1.5,1.9,1.5/1.9,0.821,1.3,13.1,3.7,7.9,1.7,0.5,2.9,329,66,25,2.7,7,2.7/7,0.383,0.9,1.1,0.9/1.1,0.77,0.7,6.9,3.2,4.2,1.2,0.5,1.7,207,26,25.8,2.7,7.7,2.7/7.7,0.353,0.5,0.7,0.5/0.7,0.824,0.8,6.8,2.7,5.3,1,0.4,3.2,379,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,21,4,2020 #7,77 / 195,PG51/SG63,PG2,141.1,260,137,76,28.3,0.377,0.821,1.1,10.3,2.9,6.2,1.4,0.4,2.3,4.0339,10.7,1.2315,1.5,PG7/SG7,0,,,17,23,,,,,,,,,,,,,,,,,,,,,,,
1630166,Deni Avdija,Deni,Avdija,SF-PF,WAS,8,76,26.6,3.3,7.6,3.3/7.6,0.437,1.6,2.2,1.6/2.2,0.739,0.9,9.2,6.4,2.8,0.9,0.4,1.6,187,28,27.4,3.55,8,3.6/8,0.4267,1.4,2,1.4/2,0.680846154,0.95,9.45,6.85,3.5,0.75,0.1,2.1,247,76,36,10.3,4.5/10.3,0.437,2.2,2.9,2.2/2.9,0.739,1.2,12.4,8.7,3.8,1.2,0.5,2.2,296,82,24.2,3,7.1,3/7.1,0.432,1.3,1.7,1.3/1.7,0.757,1,8.4,5.2,2,0.7,0.5,1.1,221,54,23.3,2.4,5.8,2.4/5.8,0.417,0.5,0.8,0.5/0.8,0.644,1,6.3,4.9,1.2,0.6,0.3,0.6,275,26,14.28461538,1.576923077,3.615384615,1.6/3.6,0.436170213,0.384615385,0.692307692,0.4/0.7,0.555555556,0.384615385,3.923076923,2.615384615,1.153846154,0.384615385,0.230769231,0.730769231,22,4,2020 #9,81 / 210,SF62/PF61,SF1,146.9,144,124,76,26.6,0.437,0.73,1.1,12,8,3.8,1.1,0.4,1.8,3.3212,7.6,1.606,2.2,SF6/PF6,0,143,127,4,,,143,424,443,198,159,43,95,60,154,458,122,129,122,127,192,147,168,126,125,SF41/PF49,109,107
1630167,Obi Toppin,Obi,Toppin,PF,IND,1,67,15.7,2.8,6.3,2.8/6.3,0.446,0.6,0.7,0.6/0.7,0.809,1.3,7.4,2.8,1,0.3,0.2,0.6,313,30,17.36363636,3.681818182,7.454545455,3.7/7.5,0.475045455,0.681818182,0.727272727,0.7/0.7,0.916666667,1.454545455,9.5,2.181818182,1.272727273,0.409090909,0.227272727,0.772727273,257,67,36,14.4,6.4/14.4,0.446,1.3,1.6,1.3/1.6,0.809,2.9,17,6.4,2.3,0.8,0.4,1.3,211,72,17.1,3.5,6.6,3.5/6.6,0.531,1.3,1.7,1.3/1.7,0.758,0.7,9,3.7,1.1,0.3,0.5,0.8,280,62,11,1.7,3.4,1.7/3.4,0.498,0.3,0.4,0.3/0.4,0.731,0.4,4.1,2.2,0.5,0.3,0.2,0.4,396,31,31.6,7.9,12.5,7.9/12.5,0.633,3.2,4.5,3.2/4.5,0.702,1,20,7.5,2.2,1,1.2,2.2,25,4,2020 #8,81 / 220,PF107,PF1,138.6,130,158,67,15.7,0.48,0.88,1.9,14,5,2,0.4,0.3,0.6,3.024,6.3,1.056,1.2,PF7,-1,155,164,12,28,,155,259,86,90,117,120,185,314,223,178,166,167,174,166,155,139,101,141,179,PF51,157,170
1630168,Onyeka Okongwu,Onyeka,Okongwu,C,ATL,17,80,23.1,4,6.2,4/6.2,0.638,1.9,2.5,1.9/2.5,0.781,0.1,9.9,7.2,1,0.7,1.3,1,80,31,21.08695652,4.130434783,6.304347826,4.1/6.3,0.646,2.913043478,3.47826087,2.9/3.5,0.829,0.130434783,11.30434783,6.913043478,1,0.782608696,1.47826087,1.130434783,68,80,36,9.7,6.2/9.7,0.638,3,3.8,3/3.8,0.781,0.1,15.4,11.2,1.6,1.1,2.1,1.6,24,48,20.7,3.3,4.7,3.3/4.7,0.69,1.7,2.3,1.7/2.3,0.727,0,8.2,5.9,1.1,0.6,1.3,0.9,100,50,12,1.9,3,1.9/3,0.644,0.7,1.1,0.7/1.1,0.632,0,4.6,3.3,0.4,0.5,0.7,0.6,317,28,30.6,6.3,10.1,6.3/10.1,0.616,3.7,5.1,3.7/5.1,0.72,0,16.2,8.6,1.1,1.2,2.7,2,22,4,2020 #6,81 / 240,C25,C2,105.2,106,82,80,23.1,0.65,0.781,0.1,12,7.5,1,0.8,1.6,1,4.03,6.2,1.9525,2.5,C5,0,63,60,3,11,27,63,19,328,409,159,51,323,145,14,320,104,60,38,39,82,38,48,122,88,C24,147,118
1630169,Tyrese Haliburton,Tyrese,Haliburton,PG-SG,IND,0,56,33.6,7.4,15,7.4/15,0.49,3.1,3.6,3.1/3.6,0.871,2.9,20.7,3.7,10.4,1.6,0.4,2.5,8,16,34.625,8.375,15.375,8.4/15.4,0.545125,6,6.75,6/6.8,0.910375,2.875,25.625,3,12.75,0.875,0.75,1.875,1,56,36,16.1,7.9/16.1,0.49,3.3,3.8,3.3/3.8,0.871,3.1,22.2,3.9,11.2,1.7,0.5,2.7,8,77,35,5.6,11.8,5.6/11.8,0.473,2.1,2.5,2.1/2.5,0.842,2.1,15.3,4,8.2,1.7,0.6,2.6,22,58,30.1,5,10.7,5/10.7,0.472,0.8,1,0.8/1,0.857,2.1,13,3,5.3,1.3,0.5,1.6,70,22,36.7,5.6,11.1,5.6/11.1,0.504,1.7,2,1.7/2,0.822,2.4,15.2,5.9,6.5,2.5,0.7,2.8,23,4,2020 #12,77 / 185,PG4/SG2,PG1,6.6,6,4,56,33.6,0.52,0.89,2.9,25,3.7,11,1.6,0.4,2.5,7.8,15,3.204,3.6,PG1/SG1,0,4,5,1,,,4,61,31,25,26,216,1,5,154,510,6,5,4,2,1,18,8,2,9,PG2/SG2,4,11
1630170,Devin Vassell,Devin,Vassell,SG-SF,SAS,24,38,31,6.9,15.7,6.9/15.7,0.439,2.1,2.6,2.1/2.6,0.78,2.7,18.5,3.9,3.6,1.1,0.4,1.5,73,9,30.33333333,6.111111111,14.66666667,6.1/14.7,0.401222222,1,1.444444444,1/1.4,0.7534,2.333333333,15.55555556,3.666666667,3.555555556,0.888888889,0.555555556,1.333333333,107,38,36,18.2,8/18.2,0.439,2.4,3.1,2.4/3.1,0.78,3.1,21.5,4.5,4.2,1.3,0.5,1.7,106,71,27.3,4.6,10.8,4.6/10.8,0.427,1.2,1.4,1.2/1.4,0.838,1.9,12.3,4.3,1.9,1.1,0.6,0.8,84,62,17,2,4.9,2/4.9,0.406,0.7,0.8,0.7/0.8,0.843,0.8,5.5,2.8,0.9,0.7,0.3,0.4,288,30,28.8,4.8,9.8,4.8/9.8,0.49,1.6,2.2,1.6/2.2,0.738,1.5,12.7,5.1,1.6,1.4,1,0.8,22,4,2020 #11,77 / 200,SG26/SF20,SG1,70.7,64,64,38,31,0.439,0.84,2.9,21.5,4.4,4.3,1.2,0.5,1.6,6.8923,15.7,2.52,3,SG4/SF4,0,57,53,2,,,57,524,73,25,49,163,78,41,120,435,31,65,80,63,37,53,68,43,63,SG23/SF15,54,63
1630171,Isaac Okoro,Isaac,Okoro,SG-SF,CLE,35,76,21.7,2.3,4.7,2.3/4.7,0.494,1,1.4,1/1.4,0.757,0.8,6.4,2.5,1.1,0.7,0.4,0.6,258,23,23.86666667,2.4,4.666666667,2.4/4.7,0.5562,1.133333333,1.333333333,1.1/1.3,0.821428571,1,6.933333333,2.133333333,1.133333333,0.8,0.266666667,0.333333333,232,76,36,7.7,3.8/7.7,0.494,1.7,2.2,1.7/2.2,0.757,1.4,10.7,4.1,1.9,1.2,0.7,0.9,271,67,29.6,3.1,6.4,3.1/6.4,0.48,1.8,2.3,1.8/2.3,0.768,0.8,8.8,3,1.8,0.8,0.3,0.9,238,67,32.4,3.5,8.3,3.5/8.3,0.42,1.7,2.3,1.7/2.3,0.726,0.9,9.6,3.1,1.9,0.9,0.4,1.3,273,28,31.5,4.5,8.7,4.5/8.7,0.514,3.2,4.8,3.2/4.8,0.672,0.7,12.9,4.4,2,0.9,0.9,2,22,4,2020 #5,77 / 225,SG97/SF87,SF1,,238,307,76,21.7,0.494,0.757,0.8,6.4,2.5,1.1,0.7,0.4,0.6,2.3218,4.7,1.0598,1.4,SG8/SF8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
