"player_id","Name","PlayerFirstName","PlayerSurname","Team","Number","Position","Price","PriceChg","TotalPriceChg","PricedAt","Breakeven","LastScore","Played","Last3Avg","Last5Avg","SeasonAvg","Games","SeasonScore","StateAvg","LastSeason","LastSeasonGames","LastSeasonHigh","2022B","LiveScore","Playing","season_num","RoundID","score_column","PlayerIcon","OppTeam","StartPrice","StartPriceChg","MatchStatus","Kick","Handball","Marks","Tackles","Hitouts","FreeFor","FreeAgainst","Goals","Behinds","TimeOnGround"
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,"NONE",0,"GCS",59300,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,"NONE",0,"MEL",59300,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,"NONE",0,"WBD",59300,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,"NONE",0,"BRL",59300,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,"NONE",0,"NTH",59300,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,"NONE",0,"WCE",59300,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1005251","Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,34.0035481963335,35.055204326117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,"LAST",0,"-",57500,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1005251","Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,39.8371282894616,40.0373148637805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,"LAST",0,"PTA",57500,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1005251","Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,"NONE",0,"RIC",57500,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1005251","Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,"NONE",0,"ESS",57500,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1005251","Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,"NONE",0,"GWS",57500,0,0,0,0,0,0,0,0,0,0,0,0
